0,1e+05,0,0,0,0,0,0,0,0,0
0.1,19.282,0,0,0,0,0,0,0,0,0
0.2,9.6948,0,0,0,0,0,0,0,0,0
0.3,6.9114,0,0,0,0,0,0,0,0,0
0.4,5.9246,0,0,0,0,0,0,0,0,0
0.5,6.0131,0,0,0,0,0,0,0,0,0
0.6,7.0531,0,0,0,0,0,0,0,0,0
0.7,9.3441,0,0,0,0,0,0,0,0,0
0.8,14.212,0,0,0,0,0,0,0,0,0
0.9,28.934,0,0,0,0,0,0,0,0,0
1,1e+05,0,0,0,0,0,0,0,0,0
1,1.7281,1.5041,1.3416,1.2271,1.1568,1.1671,1.2129,1.2844,1.3709,0
0,0.1956,0.3807,0.5617,0.798,1.1768,1.7809,2.8766,5.1982,12.417,50001
0,0.9123,0.8283,0.7473,0.6941,0.6573,0.6826,0.7301,0.8127,0.8927,0
50000,8.1125,3.2606,1.7584,1.0457,0.6647,0.4459,0.3134,0.2003,0.0935,0
0,0.0114,0.0565,0.156,0.331,0.6763,1.2654,2.3594,4.6699,11.896,50000
0,0.1148,0.2392,0.3685,0.5109,0.6743,0.8407,1.0065,1.1763,1.3417,0
50000,7.392,2.7551,1.3961,0.7969,0.5017,0.3412,0.2438,0.1747,0.0917,0
0,0.8148,0.6703,0.5818,0.5209,0.5052,0.5293,0.6014,0.6952,0.8303,0
