0,6.1795,0,0,0,0,0,0,0,0,0
0.1,5.2122,0,0,0,0,0,0,0,0,0
0.2,4.7508,0,0,0,0,0,0,0,0,0
0.3,4.5518,0,0,0,0,0,0,0,0,0
0.4,4.5651,0,0,0,0,0,0,0,0,0
0.5,4.6966,0,0,0,0,0,0,0,0,0
0.6,5.0335,0,0,0,0,0,0,0,0,0
0.7,5.5246,0,0,0,0,0,0,0,0,0
0.8,6.2521,0,0,0,0,0,0,0,0,0
0.9,7.319,0,0,0,0,0,0,0,0,0
1,9.0322,0,0,0,0,0,0,0,0,0
0.9996,0.8183,0.6941,0.5933,0.5127,0.4307,0.3688,0.2989,0.217,0.1241,0
1,0.997,1.0296,1.0975,1.1866,1.296,1.4724,1.6791,1.9712,2.3816,3.0083
0.9996,0.778,0.6338,0.5269,0.4469,0.3665,0.3049,0.2425,0.1697,0.0937,0
1.0079,0.6372,0.4274,0.2832,0.1907,0.1237,0.0781,0.0462,0.0201,0.0043,0
0,0.0373,0.0899,0.1639,0.2524,0.3602,0.5363,0.7355,1.0185,1.412,2.0083
0.6642,0.7483,0.8288,0.9132,1.0074,1.1099,1.206,1.3321,1.4901,1.6915,2.0078
1.5082,1.1346,0.9445,0.8312,0.7772,0.7572,0.7491,0.7731,0.8164,0.8873,1
0,0.0615,0.1027,0.1426,0.1912,0.2524,0.3179,0.4172,0.5491,0.7245,1.0078
