0,6.9143,0,0,0,0,0,0,0,0,0
0.1,6.2582,0,0,0,0,0,0,0,0,0
0.2,5.8469,0,0,0,0,0,0,0,0,0
0.3,5.6302,0,0,0,0,0,0,0,0,0
0.4,5.6212,0,0,0,0,0,0,0,0,0
0.5,5.77,0,0,0,0,0,0,0,0,0
0.6,6.1441,0,0,0,0,0,0,0,0,0
0.7,6.6732,0,0,0,0,0,0,0,0,0
0.8,7.5093,0,0,0,0,0,0,0,0,0
0.9,8.7838,0,0,0,0,0,0,0,0,0
1,10.703,0,0,0,0,0,0,0,0,0
1.2709,1.283,1.2779,1.2859,1.3095,1.3277,1.3846,1.434,1.4929,1.6153,1.7706
0.2238,0.3184,0.4291,0.5543,0.6991,0.8894,1.1323,1.4354,1.851,2.4359,3.2938
0.4099,0.4673,0.5026,0.5352,0.5726,0.6104,0.6724,0.7267,0.784,0.9057,1.0605
2.3504,1.8812,1.5307,1.2605,1.0738,0.9152,0.7921,0.7034,0.6388,0.5931,0.5664
0.0848,0.1341,0.2044,0.305,0.436,0.6067,0.8445,1.1427,1.5599,2.1455,3.0039
0.1476,0.1995,0.2598,0.3131,0.3568,0.4112,0.4543,0.4857,0.5252,0.5329,0.5354
1.5884,1.1928,0.9106,0.6894,0.5316,0.4082,0.2973,0.2199,0.161,0.1089,0.0705
0.8385,0.7819,0.7318,0.6868,0.6418,0.6012,0.5666,0.5254,0.4965,0.4465,0.4023
