0,7.5284,0,0,0,0,0,0,0,0,0
0.1,6.2268,0,0,0,0,0,0,0,0,0
0.2,5.6245,0,0,0,0,0,0,0,0,0
0.3,5.3042,0,0,0,0,0,0,0,0,0
0.4,5.2661,0,0,0,0,0,0,0,0,0
0.5,5.4387,0,0,0,0,0,0,0,0,0
0.6,5.8394,0,0,0,0,0,0,0,0,0
0.7,6.4549,0,0,0,0,0,0,0,0,0
0.8,7.2476,0,0,0,0,0,0,0,0,0
0.9,8.5055,0,0,0,0,0,0,0,0,0
1,10.494,0,0,0,0,0,0,0,0,0
1.2911,1.0954,0.9662,0.8578,0.781,0.7221,0.6704,0.6203,0.5573,0.4924,0.4091
0.8705,0.9052,0.9779,1.0761,1.1994,1.3462,1.5739,1.8673,2.2464,2.7797,3.6093
1.0983,0.8881,0.7622,0.6575,0.5857,0.5342,0.4906,0.4455,0.3915,0.3347,0.2544
1.639,1.0813,0.7658,0.5371,0.3901,0.2894,0.2155,0.152,0.0965,0.0592,0.0273
0.0633,0.1125,0.1819,0.2764,0.3947,0.5341,0.7537,1.0421,1.4122,1.9374,2.764
0.5401,0.6271,0.7139,0.8076,0.9025,1.0082,1.1114,1.2386,1.3677,1.5511,1.8079
1.8234,1.2852,1.0092,0.8174,0.7064,0.6495,0.6192,0.5977,0.5967,0.6185,0.6512
0.2027,0.232,0.2474,0.2743,0.3063,0.355,0.4047,0.4914,0.5793,0.7325,0.9712
