0,7.8313,0,0,0,0,0,0,0,0,0
0.1,6.7732,0,0,0,0,0,0,0,0,0
0.2,6.1741,0,0,0,0,0,0,0,0,0
0.3,5.878,0,0,0,0,0,0,0,0,0
0.4,5.8205,0,0,0,0,0,0,0,0,0
0.5,6.0444,0,0,0,0,0,0,0,0,0
0.6,6.4109,0,0,0,0,0,0,0,0,0
0.7,7.0444,0,0,0,0,0,0,0,0,0
0.8,7.9232,0,0,0,0,0,0,0,0,0
0.9,9.3435,0,0,0,0,0,0,0,0,0
1,11.282,0,0,0,0,0,0,0,0,0
1.3918,1.3022,1.2478,1.1991,1.1812,1.1688,1.1553,1.1745,1.1767,1.2273,1.2717
0.4784,0.5712,0.682,0.8163,0.9657,1.1829,1.4419,1.7727,2.2146,2.8745,3.7827
0.7729,0.7213,0.6937,0.6691,0.6623,0.6664,0.6632,0.6878,0.6929,0.7419,0.7814
2.2929,1.7102,1.3047,1.0228,0.8131,0.6646,0.5437,0.4563,0.3796,0.3189,0.262
0.0973,0.1521,0.2361,0.3463,0.4846,0.6853,0.934,1.2594,1.6984,2.3599,3.273
0.3063,0.3772,0.4472,0.5191,0.5953,0.6734,0.7528,0.8271,0.9152,0.9875,1.0712
1.8782,1.3631,1.0138,0.7861,0.6081,0.4959,0.4073,0.3433,0.2928,0.2507,0.2047
0.6135,0.5759,0.5488,0.5192,0.5102,0.5071,0.5127,0.5233,0.553,0.5828,0.6351
