0,6.9459,0,0,0,0,0,0,0,0,0
0.1,5.7563,0,0,0,0,0,0,0,0,0
0.2,5.2177,0,0,0,0,0,0,0,0,0
0.3,4.9633,0,0,0,0,0,0,0,0,0
0.4,4.9358,0,0,0,0,0,0,0,0,0
0.5,5.081,0,0,0,0,0,0,0,0,0
0.6,5.4461,0,0,0,0,0,0,0,0,0
0.7,5.9815,0,0,0,0,0,0,0,0,0
0.8,6.8173,0,0,0,0,0,0,0,0,0
0.9,8.0234,0,0,0,0,0,0,0,0,0
1,10.004,0,0,0,0,0,0,0,0,0
1.1614,0.9574,0.8285,0.722,0.6417,0.5676,0.5106,0.4475,0.3747,0.2871,0.1791
0.9538,0.9679,1.0177,1.101,1.2059,1.3314,1.5315,1.7829,2.1309,2.6212,3.3867
1.084,0.8471,0.7053,0.5979,0.5154,0.4518,0.3978,0.3392,0.2744,0.2001,0.111
1.3294,0.8564,0.5916,0.4081,0.2847,0.1998,0.1356,0.087,0.0484,0.0236,0.0062
0.0312,0.0782,0.1409,0.2251,0.3322,0.4472,0.6443,0.8912,1.2312,1.7082,2.4548
0.6074,0.6914,0.7796,0.8705,0.9641,1.0725,1.1761,1.2969,1.4629,1.6647,1.9817
1.6905,1.2201,0.9794,0.8294,0.7386,0.7076,0.6844,0.6827,0.7064,0.7557,0.8327
0.0882,0.1378,0.1747,0.2093,0.2532,0.3031,0.3658,0.4541,0.5884,0.7628,1.052
