0,6.2687,0,0,0,0,0,0,0,0,0
0.1,5.8081,0,0,0,0,0,0,0,0,0
0.2,5.4849,0,0,0,0,0,0,0,0,0
0.3,5.3426,0,0,0,0,0,0,0,0,0
0.4,5.3298,0,0,0,0,0,0,0,0,0
0.5,5.4703,0,0,0,0,0,0,0,0,0
0.6,5.8009,0,0,0,0,0,0,0,0,0
0.7,6.3066,0,0,0,0,0,0,0,0,0
0.8,7.0333,0,0,0,0,0,0,0,0,0
0.9,8.1602,0,0,0,0,0,0,0,0,0
1,10.159,0,0,0,0,0,0,0,0,0
1.186,1.2295,1.2496,1.2842,1.3139,1.3633,1.418,1.4968,1.5682,1.7113,1.9513
0.1287,0.2137,0.308,0.4246,0.5609,0.7289,0.9491,1.2187,1.5918,2.0859,2.9179
0.2509,0.3328,0.3845,0.4409,0.4883,0.5524,0.6183,0.6975,0.7676,0.8969,1.1208
2.2618,1.8725,1.5687,1.3304,1.1507,1.0046,0.8942,0.8195,0.7606,0.7361,0.7415
0.0638,0.1104,0.1731,0.2679,0.3865,0.5398,0.7488,1.018,1.3924,1.9003,2.7484
0.0832,0.1307,0.1781,0.2198,0.2552,0.2854,0.3229,0.3365,0.3511,0.3372,0.3011
1.3845,1.0595,0.8127,0.6172,0.4704,0.3522,0.2562,0.182,0.1237,0.076,0.0373
0.9098,0.859,0.8102,0.7576,0.7039,0.6437,0.5934,0.5376,0.4779,0.4165,0.3412
