0,5.6377,0,0,0,0,0,0,0,0,0
0.1,5.3269,0,0,0,0,0,0,0,0,0
0.2,5.0734,0,0,0,0,0,0,0,0,0
0.3,4.9877,0,0,0,0,0,0,0,0,0
0.4,4.9819,0,0,0,0,0,0,0,0,0
0.5,5.1233,0,0,0,0,0,0,0,0,0
0.6,5.3999,0,0,0,0,0,0,0,0,0
0.7,5.8297,0,0,0,0,0,0,0,0,0
0.8,6.4929,0,0,0,0,0,0,0,0,0
0.9,7.5547,0,0,0,0,0,0,0,0,0
1,9.3029,0,0,0,0,0,0,0,0,0
1.0861,1.1564,1.1928,1.2386,1.2809,1.3517,1.4135,1.496,1.5948,1.7602,2.0248
0.0575,0.1281,0.2097,0.3116,0.428,0.5782,0.7716,1.003,1.3195,1.7626,2.448
0.1105,0.206,0.269,0.3346,0.3895,0.4708,0.5395,0.6193,0.7134,0.8596,1.098
2.1512,1.8376,1.5699,1.3686,1.207,1.0659,0.9631,0.9006,0.859,0.8558,0.8885
0.0331,0.0785,0.1335,0.2156,0.3194,0.4591,0.6456,0.8797,1.2009,1.6632,2.3748
0.037,0.0709,0.1118,0.1472,0.1752,0.1976,0.2218,0.2222,0.2204,0.1878,0.1274
1.2025,0.9365,0.7195,0.5565,0.4201,0.3028,0.207,0.1398,0.0893,0.0488,0.0196
0.9598,0.9129,0.8672,0.815,0.7618,0.6972,0.6378,0.5691,0.4956,0.4167,0.3218
